trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",35,5,-153.88904800800148,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 1}",1
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",30,0,-113.1293495566606,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,0,-186.01107810685866,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,0,-131.36712181428067,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-82.25877718114035,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-59.27770179474371,"{0: 10, 1: 7, 2: 3, 3: 0, 4: 0}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-282.07835566713356,"{0: 7, 1: 1, 2: 6, 3: 1, 4: 5}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-225.4462138419841,"{0: 13, 1: 1, 2: 5, 3: 3, 4: 3}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,7,-27.669821424090294,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",30,8,-123.08502266090949,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 3}",1
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-80.44200490739415,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",30,0,-158.64581710973874,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-93.17221109516181,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-71.88111780942263,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",25,0,-135.43094302569426,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",20,0,-170.6426696733104,"{0: 10, 1: 5, 2: 1, 3: 1, 4: 3}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",30,0,-259.5433974443072,"{0: 15, 1: 2, 2: 7, 3: 2, 4: 4}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",25,0,-164.99356048489585,"{0: 10, 1: 3, 2: 10, 3: 1, 4: 1}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",30,0,-213.50900434855959,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-71.99226509081886,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",25,0,-148.06034679229003,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",1
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-107.93636822680142,"{0: 11, 1: 6, 2: 7, 3: 1, 4: 0}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",25,0,-117.49498713558754,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,0,-175.77475730789058,"{0: 8, 1: 1, 2: 8, 3: 1, 4: 2}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",20,0,-74.64278025092125,"{0: 11, 1: 7, 2: 1, 3: 0, 4: 1}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",25,0,-172.11039045205496,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",20,0,-96.81487452495287,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-205.65866875323937,"{0: 12, 1: 3, 2: 4, 3: 4, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",25,12,-18.07589458414052,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-36.19258839427828,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",35,0,-127.41427140495058,"{0: 22, 1: 6, 2: 4, 3: 2, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-139.36787663004898,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",30,0,-261.2516682591996,"{0: 9, 1: 5, 2: 11, 3: 3, 4: 2}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-99.27455375175207,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-65.89080608961451,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,0,-154.23729995272237,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,0,-30.948870171325538,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",25,0,-47.76602432185545,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,0,-52.11081459175058,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",30,0,-182.46093042590314,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",25,0,-40.0237913360748,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-59.81998036549403,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-99.3447212490715,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",30,0,-146.63782638874497,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",35,0,-154.9438786977134,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-109.83048782606969,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",35,0,-150.62210294400353,"{0: 20, 1: 2, 2: 10, 3: 3, 4: 0}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",30,14,-47.85882901976084,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",20,0,-95.57262900364786,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",20,5,-68.23416942240135,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-121.83691171909082,"{0: 9, 1: 2, 2: 6, 3: 3, 4: 0}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-132.00126605270725,"{0: 12, 1: 2, 2: 10, 3: 0, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-157.500884433537,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-138.2441261214356,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",25,0,-104.30431874872284,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-51.88563604252868,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",25,0,-141.81907295484012,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-48.36955781335762,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",30,0,-93.70357454577352,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",20,0,-120.83412318465773,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,0,-163.4845329134506,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,4,-20.432483746769112,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",20,0,-87.04079843562327,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",25,0,-105.30226756081764,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-137.3111338535192,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",20,0,-54.980357917351434,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,19,2.9611172053441965,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-37.783375155320996,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-78.51368489497638,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",20,0,-120.9813600076244,"{0: 9, 1: 6, 2: 1, 3: 3, 4: 1}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,0,-28.054234769992583,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-252.96750067111918,"{0: 7, 1: 2, 2: 5, 3: 2, 4: 4}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-122.94822989444252,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,9,-16.865026933996305,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,8,-54.84385790515164,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,0,-110.22734867227842,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",35,0,-97.58521200508882,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-126.06474677623572,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,0,-182.43971474028262,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-134.4430945919135,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",25,0,-151.43495957237928,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",30,0,-154.05656040157118,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,0,-98.87668327325605,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-66.43492738692889,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-185.8520760735725,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",25,0,-91.97057541620013,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",30,0,-125.62885788872433,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",30,0,-222.81445309922637,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",20,0,-62.171461975191136,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",30,0,-173.11225533707687,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-152.8306769073904,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-112.01347705253616,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,0,-133.8151524170541,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,12,-46.88508298995639,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",25,5,-102.25155541690295,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",25,0,-55.736424360595066,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,-73.20157763042016,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-41.56153140259949,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-20.48996161844156,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",30,0,-26.123849078037615,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,5,-56.570345739385395,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,0,-17.80832589158617,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,0,-42.157820047451416,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,0,-124.1567006276095,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-33.63481272353069,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",25,11,-131.76486211109744,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 2}",1
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,1,-73.83695092467423,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-150.29524697269784,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,0,-70.72481523784445,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",30,0,-116.38651295486743,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,9,-7.4883801413449325,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-121.0745605101121,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",25,0,-167.45192528741475,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-123.72104435864334,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-0.7388158324342312,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-20.811131459241174,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",35,12,-33.555019112483905,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,2,-113.71090585165113,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 3}",1
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",25,0,-111.55741705282053,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",25,0,-50.14335188429729,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,-115.57246469046326,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",35,5,-57.41521013436693,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",1
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-51.5532103082178,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",25,0,-89.0400225374613,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-25.42108042082777,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,0,-79.6631986516087,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",25,8,-113.22397662502854,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 2}",1
128,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-128.3229732815723,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,12,-78.70736220548402,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 2}",1
130,False,"{'a': 0.002, 'e': 0.772595232106928}",25,0,-122.11926685562446,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 3}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",30,4,-161.30839018479196,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 2}",1
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-93.23770839927369,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-95.55321080688503,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",30,0,-92.46169500174727,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",30,0,-62.33841023743849,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,0,-111.35244917063187,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,6,-71.5430103750744,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,12,-18.420757350663415,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,17,12.613269092102188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,16,-2.63646923872594,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,5,-135.6627728067526,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 3}",1
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,0,-183.4418669923992,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",30,0,-51.259029062676646,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,3,-32.53634493238015,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",25,0,-182.67967906743235,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 3}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,1,-46.98708739773807,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 0}",1
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",30,0,-128.18897740310908,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,0,-68.93331100763525,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,0,-127.78198253898914,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",25,0,-61.559760301304124,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,0,-61.167287302151664,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895318}",30,3,-39.183520886521165,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 1}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,0,-64.11882779948108,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,0,-10.763470346609534,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",25,11,-40.03490827625982,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,0,-49.15959140623272,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",30,0,-44.72602109345188,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",25,0,-107.40434656658044,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,5,-97.58695688600383,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",1
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",25,0,-104.24531248326531,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-135.4755775728057,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",25,0,-40.91066499084879,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,2,-38.05972880596536,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",25,0,-13.566083128228895,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,7,-38.82585836639796,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",35,0,-23.12895763197615,"{0: 29, 1: 3, 2: 2, 3: 1, 4: 0}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",30,0,-171.71338410677598,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",20,0,-24.964634013286428,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",35,13,-102.4046676483015,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 1}",1
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,2,-42.44099414125624,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,0,-82.15675202368561,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",20,0,-148.8795986148739,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-107.02174430226752,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065016}",25,0,-101.7129281796057,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",30,0,-133.4953568155342,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 3}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",30,0,-89.40320319168843,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-81.31714065547081,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",30,0,-147.72109949210085,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 2}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-148.577446987685,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,2,-81.22728620256964,"{0: 14, 1: 0, 2: 0, 3: 3, 4: 1}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",20,0,-40.04206838665726,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,8,-22.913393861055873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",30,13,-95.65014583731605,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 1}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-108.28414683306673,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
