trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1584,False,"{'a': 0.002, 'e': 0.04217194877232933}",20,0,9.239481142966307,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1585,False,"{'a': 0.002, 'e': 0.042087689162481054}",25,16,18.861170288267093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.002, 'e': 0.04200359790344555}",20,13,11.640493703457624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.002, 'e': 0.04191967465885765}",20,11,9.944278177541907,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.002, 'e': 0.0418359190930243}",25,0,31.909263016198555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1589,False,"{'a': 0.002, 'e': 0.04175233087092308}",20,3,29.69715341327515,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.002, 'e': 0.04166890965820104}",30,15,-12.537720246115764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1591,False,"{'a': 0.002, 'e': 0.04158565512117316}",25,11,26.81756606981414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.002, 'e': 0.04150256692682124}",30,12,-14.45670759667859,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1593,False,"{'a': 0.002, 'e': 0.04141964474279235}",25,4,27.88594538047648,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.002, 'e': 0.041336888237397666}",20,12,7.007539240569228,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.002, 'e': 0.04125429707961103}",25,20,12.332463334475918,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.002, 'e': 0.04117187093906774}",30,17,24.235929065157848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.002, 'e': 0.04108960948606308}",30,7,14.671431228855603,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1598,False,"{'a': 0.002, 'e': 0.04100751239155117}",20,11,16.705202845654558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.002, 'e': 0.04092557932714349}",20,0,31.706097873777367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1600,False,"{'a': 0.002, 'e': 0.0408438099651077}",30,4,36.04566900953566,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.002, 'e': 0.04076220397836621}",20,3,24.50743889246419,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.002, 'e': 0.040680761040495}",20,5,23.826403045835157,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.002, 'e': 0.04059948082572218}",25,3,37.205257734385924,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.002, 'e': 0.040518363008926805}",20,3,27.18374923037555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.002, 'e': 0.04043740726563748}",20,8,22.06588245564927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.002, 'e': 0.04035661327203115}",30,4,45.647311943353245,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.002, 'e': 0.0402759807049317}",30,0,46.3427562704732,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1608,False,"{'a': 0.002, 'e': 0.040195509241808786}",25,7,29.3989819400433,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.002, 'e': 0.040115198560776416}",25,5,27.116609963367118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.002, 'e': 0.040035048340591795}",20,0,25.36643192519584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1611,False,"{'a': 0.002, 'e': 0.039955058260653896}",30,19,17.553283816066145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.002, 'e': 0.039875228001002336}",20,12,14.768886073491656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.002, 'e': 0.039795557242315927}",20,12,14.905232429184586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.002, 'e': 0.03971604566591157}",30,17,25.088896925619476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.002, 'e': 0.0396366929537428}",30,0,29.827771735283896,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
1616,False,"{'a': 0.002, 'e': 0.039557498788398725}",20,12,12.501602601777185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.002, 'e': 0.039478462853102525}",30,20,16.3952737753124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.002, 'e': 0.03939958483171039}",20,5,24.416327348655443,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.002, 'e': 0.039320864408710104}",20,10,20.021867756495386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.002, 'e': 0.03924230126921989}",20,3,26.174409106697787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.002, 'e': 0.039163895098987066}",30,22,15.346586651127684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.002, 'e': 0.03908564558438687}",25,19,10.373029298069284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.002, 'e': 0.03900755241242111}",25,8,31.95797961577755,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.002, 'e': 0.038929615270717026}",25,17,1.227151934151924,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1625,False,"{'a': 0.002, 'e': 0.03885183384752591}",20,5,21.16741498452794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.002, 'e': 0.03877420783172201}",25,2,37.20651819226681,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.002, 'e': 0.038696736912801115}",25,12,27.995153148368374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.002, 'e': 0.03861942078087949}",35,23,23.697831527524883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.002, 'e': 0.03854225912669246}",25,15,19.227576226092275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.002, 'e': 0.03846525164159334}",20,8,21.603459199672148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.002, 'e': 0.038388398017552054}",20,10,17.521137907210885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.002, 'e': 0.03831169794715405}",25,15,15.566165119759193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.002, 'e': 0.03823515112359889}",35,0,47.36945823867745,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
1634,False,"{'a': 0.002, 'e': 0.038158757240699226}",25,7,31.851430786332827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.002, 'e': 0.03808251599287939}",25,8,29.003605459775383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.002, 'e': 0.038006427075174314}",25,7,27.53307162143591,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.002, 'e': 0.0379304901832282}",20,11,18.266954475418693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.002, 'e': 0.03785470501329341}",25,15,19.688520053254727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.002, 'e': 0.037779071262229125}",20,9,8.865522512578208,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1640,False,"{'a': 0.002, 'e': 0.037703588627500284}",30,16,23.767269202146945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.002, 'e': 0.0376282568071762}",20,12,12.48272605128176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.002, 'e': 0.03755307549992954}",30,1,40.50257399639588,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.002, 'e': 0.03747804440503493}",20,8,16.736312343718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.002, 'e': 0.037403163222367926}",25,13,19.363597030564502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.002, 'e': 0.03732843165240367}",25,18,-28.93294200450816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1646,False,"{'a': 0.002, 'e': 0.03725384939621581}",20,7,20.86971309827751,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.002, 'e': 0.03717941615547519}",20,9,19.76475983495255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.002, 'e': 0.03710513163244877}",25,13,27.004520136166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.002, 'e': 0.037030995529998355}",30,11,22.712858824504345,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1650,False,"{'a': 0.002, 'e': 0.03695700755157944}",20,9,21.322601065923024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.002, 'e': 0.036883167401239994}",20,10,19.260806880074796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.002, 'e': 0.03680947478361935}",20,0,25.079393829401287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1653,False,"{'a': 0.002, 'e': 0.0367359294039469}",25,8,30.118148705693052,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.002, 'e': 0.03666253096804106}",30,16,29.307215618457956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.002, 'e': 0.03658927918230796}",25,9,24.418530173546472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.002, 'e': 0.0365161737537404}",20,11,12.429633974320126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.002, 'e': 0.036443214389916524}",20,11,13.366779028492374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.002, 'e': 0.03637040079899881}",25,8,-10.625825895047674,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1659,False,"{'a': 0.002, 'e': 0.03629773268973277}",25,16,-0.355948492991371,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1660,False,"{'a': 0.002, 'e': 0.03622520977144591}",25,20,11.932796796353863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.002, 'e': 0.03615283175404641}",30,13,30.79245420355577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.002, 'e': 0.03608059834802215}",20,15,8.946670009355827,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.002, 'e': 0.036008509264439374}",30,20,14.66477506833698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.002, 'e': 0.03593656421494168}",25,8,14.662228019766713,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1665,False,"{'a': 0.002, 'e': 0.03586476291174875}",20,13,10.34097736486048,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.002, 'e': 0.0357931050676553}",30,22,11.578114996116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.002, 'e': 0.035721590396029845}",25,17,12.312442685430096,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.002, 'e': 0.035650218610813585}",20,10,19.230541098951168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.002, 'e': 0.03557898942651932}",25,12,4.832890876212472,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1670,False,"{'a': 0.002, 'e': 0.035507902558230185}",20,10,17.712267951765647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.002, 'e': 0.03543695772159864}",25,16,17.67749776197147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.002, 'e': 0.03536615463284522}",30,15,26.644110551378425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.002, 'e': 0.03529549300875749}",20,10,13.772495709366012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.002, 'e': 0.035224972566688856}",20,0,15.236255406808514,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1675,False,"{'a': 0.002, 'e': 0.03515459302455746}",30,15,16.54262876925014,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1676,False,"{'a': 0.002, 'e': 0.035084354100845025}",25,17,15.28425692477805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.002, 'e': 0.035014255514595784}",25,10,27.832812053729107,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.002, 'e': 0.03494429698541527}",30,13,27.082659160272527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.002, 'e': 0.034874478233469314}",20,4,28.72295383024261,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.002, 'e': 0.03480479897948277}",20,14,10.063827241517743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.002, 'e': 0.03473525894473856}",25,0,25.77346604499677,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1682,False,"{'a': 0.002, 'e': 0.03466585785107644}",20,4,30.657132864445643,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.002, 'e': 0.034596595420891954}",35,23,22.632173257890077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.002, 'e': 0.034527471377135265}",20,5,22.150486732640605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.002, 'e': 0.034458485443310136}",20,14,9.54213130463874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.002, 'e': 0.03438963734347271}",20,9,-19.043598774444682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1687,False,"{'a': 0.002, 'e': 0.03432092680223053}",20,9,21.89414923515146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.002, 'e': 0.0342523535447413}",25,13,24.352865308286518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.002, 'e': 0.034183917296711934}",20,0,21.572213352403296,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1690,False,"{'a': 0.002, 'e': 0.03411561778439732}",20,7,20.727014069813546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.002, 'e': 0.034047454734599344}",25,10,26.764554395515997,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.002, 'e': 0.033979427874665694}",20,0,29.072427887883496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1693,False,"{'a': 0.002, 'e': 0.033911536932488856}",25,9,8.166654171855985,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1694,False,"{'a': 0.002, 'e': 0.03384378163650495}",20,0,29.983475454461,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1695,False,"{'a': 0.002, 'e': 0.03377616171569273}",30,17,25.13506471658456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.002, 'e': 0.033708676899572396}",30,0,49.344578192201894,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1697,False,"{'a': 0.002, 'e': 0.03364132691820462}",20,0,12.131279700040825,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1698,False,"{'a': 0.002, 'e': 0.033574111502189356}",20,13,16.48348174449055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.002, 'e': 0.03350703038266488}",20,7,16.97633301448546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.002, 'e': 0.0334400832913066}",30,13,30.36587529644242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.002, 'e': 0.03337326996032608}",20,8,25.265848903582686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.002, 'e': 0.03330659012246989}",25,13,21.346125153777827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.002, 'e': 0.03324004351101861}",20,12,16.740615549041333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.002, 'e': 0.03317362985978568}",20,0,21.771025586792533,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1705,False,"{'a': 0.002, 'e': 0.03310734890311644}",25,9,28.784752817690354,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.002, 'e': 0.03304120037588693}",20,0,25.014742159047156,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.002, 'e': 0.032975184013503}",25,15,16.217266357874344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.002, 'e': 0.03290929955189908}",25,12,20.15069795988742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.002, 'e': 0.03284354672753726}",25,17,17.064975390619754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.002, 'e': 0.032777925277406125}",25,17,14.990246876793286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.002, 'e': 0.03271243493901982}",20,13,12.439095446123497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.002, 'e': 0.03264707545041687}",20,10,2.384266092090959,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1713,False,"{'a': 0.002, 'e': 0.03258184655015926}",20,16,8.470821098670493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.002, 'e': 0.03251674797733129}",20,14,13.758652658721385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.002, 'e': 0.03245177947153859}",20,16,8.694233721762766,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.002, 'e': 0.03238694077290704}",20,1,18.02828071475079,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1717,False,"{'a': 0.002, 'e': 0.03232223162208177}",20,14,10.649853965108935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.002, 'e': 0.032257651760226075}",35,16,31.328631327977636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.002, 'e': 0.03219320092902044}",30,16,15.219022646293165,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1720,False,"{'a': 0.002, 'e': 0.03212887887066144}",20,9,21.054924631095016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.002, 'e': 0.03206468532786077}",25,0,25.53655888229347,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1722,False,"{'a': 0.002, 'e': 0.03200062004384415}",20,6,23.90895362783942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.002, 'e': 0.03193668276235039}",30,8,39.722287793075125,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.002, 'e': 0.031872873227630244}",25,0,11.644310605454274,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1725,False,"{'a': 0.002, 'e': 0.03180919118444552}",35,17,32.94589102303578,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.002, 'e': 0.03174563637806794}",20,0,29.60497581988777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1727,False,"{'a': 0.002, 'e': 0.0316822085542782}",35,16,35.31536955329147,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.002, 'e': 0.031618907459364916}",30,12,35.55834902268935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.002, 'e': 0.03155573284012364}",20,0,29.415971433476226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1730,False,"{'a': 0.002, 'e': 0.031492684443855785}",20,9,22.317289263973798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1731,False,"{'a': 0.002, 'e': 0.03142976201836771}",35,17,31.48838438790905,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1732,False,"{'a': 0.002, 'e': 0.0313669653119696}",25,12,21.41420307012902,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1733,False,"{'a': 0.002, 'e': 0.03130429407347458}",30,17,12.24480168509971,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1734,False,"{'a': 0.002, 'e': 0.031241748052197565}",25,19,11.136665600917436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.002, 'e': 0.031179326997954438}",25,8,29.134362612432145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.002, 'e': 0.03111703066106086}",20,14,11.717905705294811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.002, 'e': 0.03105485879233143}",25,8,-12.210939172290587,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1738,False,"{'a': 0.002, 'e': 0.03099281114307856}",25,14,9.952860573935936,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1739,False,"{'a': 0.002, 'e': 0.030930887465111603}",30,18,21.73987190212635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.002, 'e': 0.03086908751073573}",20,14,10.370657529882807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.002, 'e': 0.030807411032751076}",20,11,16.43811590665808,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.002, 'e': 0.030745857784451616}",20,8,20.412572789815247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.002, 'e': 0.0306844275196243}",25,8,26.934360165874015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.002, 'e': 0.03062311999254796}",25,20,8.493180601029335,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.002, 'e': 0.030561934957992438}",20,0,19.694493346946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1746,False,"{'a': 0.002, 'e': 0.030500872171217483}",35,11,38.9199241756202,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.002, 'e': 0.03043993138797189}",30,20,22.185780127218024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.002, 'e': 0.03037911236449243}",35,10,39.89864118425055,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.002, 'e': 0.03031841485750294}",20,6,23.31664069047958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.002, 'e': 0.030257838624213294}",35,22,22.12376236628444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.002, 'e': 0.0301973834223185}",20,10,15.8723152170124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.002, 'e': 0.030137049009997648}",20,6,5.798964652248021,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1753,False,"{'a': 0.002, 'e': 0.03007683514591303}",30,0,50.59127697204595,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1754,False,"{'a': 0.002, 'e': 0.030016741589209084}",30,20,17.118812881945097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.002, 'e': 0.029956768099511533}",20,0,26.925129075404374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1756,False,"{'a': 0.002, 'e': 0.029896914436926308}",25,5,29.860023748119424,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.002, 'e': 0.029837180362038706}",35,21,25.58561506616641,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.002, 'e': 0.02977756563591232}",25,12,27.091702762819676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.002, 'e': 0.0297180700200882}",25,18,14.121269296544398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.002, 'e': 0.029658693276583766}",20,16,6.2750986547347525,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.002, 'e': 0.029599435167892}",20,3,3.4716000123940294,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1762,False,"{'a': 0.002, 'e': 0.029540295456980357}",20,8,19.453729823347977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.002, 'e': 0.02948127390728994}",20,16,8.388104880223109,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.002, 'e': 0.02942237028273445}",25,15,20.786147848044948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.002, 'e': 0.029363584347699333}",30,24,8.43511983421574,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.002, 'e': 0.029304915867040746}",20,16,7.365116132324339,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
